            geopack_08_dp       spacepy  spacepy-irbem     spiceypy1     spiceypy2         sunpy
2010-04-28   1.365522e-14  1.365522e-14   1.365808e-14  1.364932e-14  1.365568e-14  1.365522e-14
2010-04-29   1.365526e-14  1.365527e-14   1.365808e-14  1.364938e-14  1.365573e-14  1.365527e-14
2010-04-30   1.365531e-14  1.365531e-14   1.365808e-14  1.364944e-14  1.365578e-14  1.365531e-14
2010-05-01   1.365535e-14  1.365535e-14   1.365808e-14  1.364949e-14  1.365583e-14  1.365535e-14
2010-05-02   1.365539e-14  1.365540e-14   1.365808e-14  1.364955e-14  1.365587e-14  1.365540e-14
2010-05-03   1.365544e-14  1.365544e-14   1.365808e-14  1.364961e-14  1.365592e-14  1.365544e-14
2010-05-04   1.365548e-14  1.365548e-14   1.365808e-14  1.364966e-14  1.365597e-14  1.365549e-14
2010-05-05   1.365553e-14  1.365553e-14   1.365808e-14  1.364972e-14  1.365602e-14  1.365553e-14
2010-05-06   1.365557e-14  1.365557e-14   1.365808e-14  1.364978e-14  1.365607e-14  1.365557e-14
2010-05-07   1.365561e-14  1.365561e-14   1.365808e-14  1.364983e-14  1.365612e-14  1.365562e-14
2010-05-08   1.365566e-14  1.365566e-14   1.365808e-14  1.364989e-14  1.365616e-14  1.365566e-14
2010-05-09   1.365570e-14  1.365570e-14   1.365808e-14  1.364995e-14  1.365621e-14  1.365570e-14
2010-05-10   1.365574e-14  1.365574e-14   1.365808e-14  1.365001e-14  1.365626e-14  1.365575e-14
2010-05-11   1.365579e-14  1.365579e-14   1.365808e-14  1.365006e-14  1.365631e-14  1.365579e-14
2010-05-12   1.365583e-14  1.365583e-14   1.365808e-14  1.365012e-14  1.365636e-14  1.365583e-14
2010-05-13   1.365587e-14  1.365587e-14   1.365808e-14  1.365018e-14  1.365640e-14  1.365588e-14
2010-05-14   1.365592e-14  1.365592e-14   1.365808e-14  1.365023e-14  1.365645e-14  1.365592e-14
2010-05-15   1.365596e-14  1.365596e-14   1.365808e-14  1.365029e-14  1.365650e-14  1.365596e-14
2010-05-16   1.365600e-14  1.365600e-14   1.365808e-14  1.365035e-14  1.365655e-14  1.365601e-14
2010-05-17   1.365605e-14  1.365605e-14   1.365808e-14  1.365040e-14  1.365660e-14  1.365605e-14
2010-05-18   1.365609e-14  1.365609e-14   1.365808e-14  1.365046e-14  1.365665e-14  1.365609e-14
2010-05-19   1.365613e-14  1.365614e-14   1.365808e-14  1.365052e-14  1.365669e-14  1.365614e-14
2010-05-20   1.365618e-14  1.365618e-14   1.365808e-14  1.365058e-14  1.365674e-14  1.365618e-14
2010-05-21   1.365622e-14  1.365622e-14   1.365808e-14  1.365063e-14  1.365679e-14  1.365623e-14
2010-05-22   1.365626e-14  1.365627e-14   1.365808e-14  1.365069e-14  1.365684e-14  1.365627e-14
2010-05-23   1.365631e-14  1.365631e-14   1.365808e-14  1.365075e-14  1.365689e-14  1.365631e-14
2010-05-24   1.365635e-14  1.365635e-14   1.365808e-14  1.365080e-14  1.365693e-14  1.365636e-14
2010-05-25   1.365640e-14  1.365640e-14   1.365808e-14  1.365086e-14  1.365698e-14  1.365640e-14
2010-05-26   1.365644e-14  1.365644e-14   1.365808e-14  1.365092e-14  1.365703e-14  1.365644e-14
2010-05-27   1.365648e-14  1.365648e-14   1.365808e-14  1.365097e-14  1.365708e-14  1.365649e-14
2010-05-28   1.365653e-14  1.365653e-14   1.365808e-14  1.365103e-14  1.365713e-14  1.365653e-14
2010-05-29   1.365657e-14  1.365657e-14   1.365808e-14  1.365109e-14  1.365717e-14  1.365657e-14
2010-05-30   1.365661e-14  1.365661e-14   1.365808e-14  1.365115e-14  1.365722e-14  1.365662e-14
2010-05-31   1.365666e-14  1.365666e-14   1.365808e-14  1.365120e-14  1.365727e-14  1.365666e-14
2010-06-01   1.365670e-14  1.365670e-14   1.365808e-14  1.365126e-14  1.365732e-14  1.365670e-14
2010-06-02   1.365674e-14  1.365674e-14   1.365808e-14  1.365132e-14  1.365737e-14  1.365675e-14
2010-06-03   1.365679e-14  1.365679e-14   1.365808e-14  1.365137e-14  1.365741e-14  1.365679e-14
2010-06-04   1.365683e-14  1.365683e-14   1.365808e-14  1.365143e-14  1.365746e-14  1.365684e-14
2010-06-05   1.365687e-14  1.365688e-14   1.365808e-14  1.365149e-14  1.365751e-14  1.365688e-14
2010-06-06   1.365692e-14  1.365692e-14   1.365808e-14  1.365155e-14  1.365756e-14  1.365692e-14
2010-06-07   1.365696e-14  1.365696e-14   1.365808e-14  1.365160e-14  1.365760e-14  1.365697e-14
2010-06-08   1.365701e-14  1.365701e-14   1.365808e-14  1.365166e-14  1.365765e-14  1.365701e-14
2010-06-09   1.365705e-14  1.365705e-14   1.365808e-14  1.365172e-14  1.365770e-14  1.365705e-14
2010-06-10   1.365709e-14  1.365709e-14   1.365808e-14  1.365177e-14  1.365775e-14  1.365710e-14
2010-06-11   1.365714e-14  1.365714e-14   1.365808e-14  1.365183e-14  1.365780e-14  1.365714e-14
2010-06-12   1.365718e-14  1.365718e-14   1.365808e-14  1.365189e-14  1.365784e-14  1.365718e-14
2010-06-13   1.365722e-14  1.365722e-14   1.365808e-14  1.365195e-14  1.365789e-14  1.365723e-14
2010-06-14   1.365727e-14  1.365727e-14   1.365808e-14  1.365200e-14  1.365794e-14  1.365727e-14
2010-06-15   1.365731e-14  1.365731e-14   1.365808e-14  1.365206e-14  1.365799e-14  1.365732e-14
2010-06-16   1.365735e-14  1.365736e-14   1.365808e-14  1.365212e-14  1.365803e-14  1.365736e-14
2010-06-17   1.365740e-14  1.365740e-14   1.365808e-14  1.365218e-14  1.365808e-14  1.365740e-14
2010-06-18   1.365744e-14  1.365744e-14   1.365808e-14  1.365223e-14  1.365813e-14  1.365745e-14
2010-06-19   1.365749e-14  1.365749e-14   1.365808e-14  1.365229e-14  1.365818e-14  1.365749e-14
2010-06-20   1.365753e-14  1.365753e-14   1.365808e-14  1.365235e-14  1.365823e-14  1.365753e-14
2010-06-21   1.365757e-14  1.365757e-14   1.365808e-14  1.365240e-14  1.365827e-14  1.365758e-14
2010-06-22   1.365762e-14  1.365762e-14   1.365808e-14  1.365246e-14  1.365832e-14  1.365762e-14
2010-06-23   1.365766e-14  1.365766e-14   1.365808e-14  1.365252e-14  1.365837e-14  1.365766e-14
2010-06-24   1.365770e-14  1.365770e-14   1.365808e-14  1.365258e-14  1.365842e-14  1.365771e-14
2010-06-25   1.365775e-14  1.365775e-14   1.365808e-14  1.365263e-14  1.365846e-14  1.365775e-14
2010-06-26   1.365779e-14  1.365779e-14   1.365808e-14  1.365269e-14  1.365851e-14  1.365780e-14
2010-06-27   1.365783e-14  1.365784e-14   1.365808e-14  1.365275e-14  1.365856e-14  1.365784e-14
2010-06-28   1.365788e-14  1.365788e-14   1.365808e-14  1.365281e-14  1.365861e-14  1.365788e-14
2010-06-29   1.365792e-14  1.365792e-14   1.365808e-14  1.365286e-14  1.365865e-14  1.365793e-14
2010-06-30   1.365797e-14  1.365797e-14   1.365808e-14  1.365292e-14  1.365870e-14  1.365797e-14
2010-07-01   1.365801e-14  1.365801e-14   1.365808e-14  1.365298e-14  1.365875e-14  1.365801e-14
2010-07-02   1.365805e-14  1.365805e-14   1.365808e-14  1.365304e-14  1.365880e-14  1.365806e-14
2010-07-03   1.365810e-14  1.365810e-14   1.365808e-14  1.365309e-14  1.365884e-14  1.365810e-14
2010-07-04   1.365814e-14  1.365814e-14   1.365808e-14  1.365315e-14  1.365889e-14  1.365815e-14
2010-07-05   1.365818e-14  1.365819e-14   1.365808e-14  1.365321e-14  1.365894e-14  1.365819e-14
2010-07-06   1.365823e-14  1.365823e-14   1.365808e-14  1.365327e-14  1.365899e-14  1.365823e-14
2010-07-07   1.365827e-14  1.365827e-14   1.365808e-14  1.365332e-14  1.365904e-14  1.365828e-14
2010-07-08   1.365831e-14  1.365832e-14   1.365808e-14  1.365338e-14  1.365908e-14  1.365832e-14
2010-07-09   1.365836e-14  1.365836e-14   1.365808e-14  1.365344e-14  1.365913e-14  1.365836e-14
2010-07-10   1.365840e-14  1.365840e-14   1.365808e-14  1.365349e-14  1.365918e-14  1.365841e-14
2010-07-11   1.365845e-14  1.365845e-14   1.365808e-14  1.365355e-14  1.365922e-14  1.365845e-14
2010-07-12   1.365849e-14  1.365849e-14   1.365808e-14  1.365361e-14  1.365927e-14  1.365850e-14
2010-07-13   1.365853e-14  1.365853e-14   1.365808e-14  1.365367e-14  1.365932e-14  1.365854e-14
2010-07-14   1.365858e-14  1.365858e-14   1.365808e-14  1.365372e-14  1.365937e-14  1.365858e-14
2010-07-15   1.365862e-14  1.365862e-14   1.365808e-14  1.365378e-14  1.365941e-14  1.365863e-14
2010-07-16   1.365866e-14  1.365867e-14   1.365808e-14  1.365384e-14  1.365946e-14  1.365867e-14
2010-07-17   1.365871e-14  1.365871e-14   1.365808e-14  1.365390e-14  1.365951e-14  1.365871e-14
2010-07-18   1.365875e-14  1.365875e-14   1.365808e-14  1.365395e-14  1.365956e-14  1.365876e-14
2010-07-19   1.365880e-14  1.365880e-14   1.365808e-14  1.365401e-14  1.365960e-14  1.365880e-14
2010-07-20   1.365884e-14  1.365884e-14   1.365808e-14  1.365407e-14  1.365965e-14  1.365885e-14
2010-07-21   1.365888e-14  1.365888e-14   1.365808e-14  1.365413e-14  1.365970e-14  1.365889e-14
2010-07-22   1.365893e-14  1.365893e-14   1.365808e-14  1.365418e-14  1.365975e-14  1.365893e-14
2010-07-23   1.365897e-14  1.365897e-14   1.365808e-14  1.365424e-14  1.365979e-14  1.365898e-14
2010-07-24   1.365901e-14  1.365902e-14   1.365808e-14  1.365430e-14  1.365984e-14  1.365902e-14
2010-07-25   1.365906e-14  1.365906e-14   1.365808e-14  1.365436e-14  1.365989e-14  1.365906e-14
2010-07-26   1.365910e-14  1.365910e-14   1.365808e-14  1.365441e-14  1.365994e-14  1.365911e-14
2010-07-27   1.365915e-14  1.365915e-14   1.365808e-14  1.365447e-14  1.365998e-14  1.365915e-14
2010-07-28   1.365919e-14  1.365919e-14   1.365808e-14  1.365453e-14  1.366003e-14  1.365920e-14
2010-07-29   1.365923e-14  1.365923e-14   1.365808e-14  1.365459e-14  1.366008e-14  1.365924e-14
2010-07-30   1.365928e-14  1.365928e-14   1.365808e-14  1.365465e-14  1.366012e-14  1.365928e-14
2010-07-31   1.365932e-14  1.365932e-14   1.365808e-14  1.365470e-14  1.366017e-14  1.365933e-14
2010-08-01   1.365936e-14  1.365937e-14   1.365808e-14  1.365476e-14  1.366022e-14  1.365937e-14
2010-08-02   1.365941e-14  1.365941e-14   1.365808e-14  1.365482e-14  1.366027e-14  1.365942e-14
2010-08-03   1.365945e-14  1.365945e-14   1.365808e-14  1.365488e-14  1.366031e-14  1.365946e-14
2010-08-04   1.365950e-14  1.365950e-14   1.365808e-14  1.365493e-14  1.366036e-14  1.365950e-14
2010-08-05   1.365954e-14  1.365954e-14   1.365808e-14  1.365499e-14  1.366041e-14  1.365955e-14
2010-08-06   1.365958e-14  1.365959e-14   1.365808e-14  1.365505e-14  1.366045e-14  1.365959e-14
2010-08-07   1.365963e-14  1.365963e-14   1.365808e-14  1.365511e-14  1.366050e-14  1.365963e-14
2010-08-08   1.365967e-14  1.365967e-14   1.365808e-14  1.365516e-14  1.366055e-14  1.365968e-14
2010-08-09   1.365972e-14  1.365972e-14   1.365808e-14  1.365522e-14  1.366060e-14  1.365972e-14
2010-08-10   1.365976e-14  1.365976e-14   1.365808e-14  1.365528e-14  1.366064e-14  1.365977e-14
2010-08-11   1.365980e-14  1.365980e-14   1.365808e-14  1.365534e-14  1.366069e-14  1.365981e-14
2010-08-12   1.365985e-14  1.365985e-14   1.365808e-14  1.365539e-14  1.366074e-14  1.365985e-14
2010-08-13   1.365989e-14  1.365989e-14   1.365808e-14  1.365545e-14  1.366078e-14  1.365990e-14
2010-08-14   1.365993e-14  1.365994e-14   1.365808e-14  1.365551e-14  1.366083e-14  1.365994e-14
2010-08-15   1.365998e-14  1.365998e-14   1.365808e-14  1.365557e-14  1.366088e-14  1.365999e-14
2010-08-16   1.366002e-14  1.366002e-14   1.365808e-14  1.365563e-14  1.366093e-14  1.366003e-14
2010-08-17   1.366007e-14  1.366007e-14   1.365808e-14  1.365568e-14  1.366097e-14  1.366007e-14
2010-08-18   1.366011e-14  1.366011e-14   1.365808e-14  1.365574e-14  1.366102e-14  1.366012e-14
2010-08-19   1.366015e-14  1.366016e-14   1.365808e-14  1.365580e-14  1.366107e-14  1.366016e-14
2010-08-20   1.366020e-14  1.366020e-14   1.365808e-14  1.365586e-14  1.366111e-14  1.366020e-14
2010-08-21   1.366024e-14  1.366024e-14   1.365808e-14  1.365591e-14  1.366116e-14  1.366025e-14
2010-08-22   1.366029e-14  1.366029e-14   1.365808e-14  1.365597e-14  1.366121e-14  1.366029e-14
2010-08-23   1.366033e-14  1.366033e-14   1.365808e-14  1.365603e-14  1.366125e-14  1.366034e-14
2010-08-24   1.366037e-14  1.366037e-14   1.365808e-14  1.365609e-14  1.366130e-14  1.366038e-14
2010-08-25   1.366042e-14  1.366042e-14   1.365808e-14  1.365615e-14  1.366135e-14  1.366042e-14
2010-08-26   1.366046e-14  1.366046e-14   1.365808e-14  1.365620e-14  1.366140e-14  1.366047e-14
2010-08-27   1.366050e-14  1.366051e-14   1.365808e-14  1.365626e-14  1.366144e-14  1.366051e-14
2010-08-28   1.366055e-14  1.366055e-14   1.365808e-14  1.365632e-14  1.366149e-14  1.366056e-14
2010-08-29   1.366059e-14  1.366059e-14   1.365808e-14  1.365638e-14  1.366154e-14  1.366060e-14
2010-08-30   1.366064e-14  1.366064e-14   1.365808e-14  1.365644e-14  1.366158e-14  1.366064e-14
2010-08-31   1.366068e-14  1.366068e-14   1.365808e-14  1.365649e-14  1.366163e-14  1.366069e-14
2010-09-01   1.366072e-14  1.366073e-14   1.365808e-14  1.365655e-14  1.366168e-14  1.366073e-14
2010-09-02   1.366077e-14  1.366077e-14   1.365808e-14  1.365661e-14  1.366172e-14  1.366078e-14
2010-09-03   1.366081e-14  1.366081e-14   1.365808e-14  1.365667e-14  1.366177e-14  1.366082e-14
2010-09-04   1.366086e-14  1.366086e-14   1.365808e-14  1.365672e-14  1.366182e-14  1.366086e-14
2010-09-05   1.366090e-14  1.366090e-14   1.365808e-14  1.365678e-14  1.366186e-14  1.366091e-14
2010-09-06   1.366094e-14  1.366095e-14   1.365808e-14  1.365684e-14  1.366191e-14  1.366095e-14
2010-09-07   1.366099e-14  1.366099e-14   1.365808e-14  1.365690e-14  1.366196e-14  1.366100e-14
2010-09-08   1.366103e-14  1.366103e-14   1.365808e-14  1.365696e-14  1.366200e-14  1.366104e-14
2010-09-09   1.366108e-14  1.366108e-14   1.365808e-14  1.365701e-14  1.366205e-14  1.366108e-14
