            geopack_08_dp       spacepy  spacepy-irbem     spiceypy1     spiceypy2         sunpy
2010-03-27   3.324705e-14  3.323985e-14   3.322992e-14  3.322005e-14  3.320866e-14  3.323983e-14
2010-03-28   3.297179e-14  3.296452e-14   3.295426e-14  3.294436e-14  3.293265e-14  3.296460e-14
2010-03-29   3.268606e-14  3.267875e-14   3.266817e-14  3.265832e-14  3.264632e-14  3.267898e-14
2010-03-30   3.239055e-14  3.238322e-14   3.237235e-14  3.236258e-14  3.235031e-14  3.238361e-14
2010-03-31   3.208595e-14  3.207862e-14   3.206750e-14  3.205782e-14  3.204530e-14  3.207919e-14
2010-04-01   3.177299e-14  3.176568e-14   3.175432e-14  3.174473e-14  3.173200e-14  3.176639e-14
2010-04-02   3.145239e-14  3.144511e-14   3.143355e-14  3.142404e-14  3.141112e-14  3.144595e-14
2010-04-03   3.112490e-14  3.111767e-14   3.110592e-14  3.109645e-14  3.108336e-14  3.111857e-14
2010-04-04   3.079126e-14  3.078409e-14   3.077219e-14  3.076271e-14  3.074947e-14  3.078499e-14
2010-04-05   3.045221e-14  3.044512e-14   3.043309e-14  3.042354e-14  3.041018e-14  3.044595e-14
2010-04-06   3.010848e-14  3.010149e-14   3.008935e-14  3.007966e-14  3.006620e-14  3.010218e-14
2010-04-07   2.976082e-14  2.975393e-14   2.974171e-14  2.973182e-14  2.971827e-14  2.975441e-14
2010-04-08   2.940993e-14  2.940317e-14   2.939087e-14  2.938071e-14  2.936711e-14  2.940335e-14
2010-04-09   2.905650e-14  2.904989e-14   2.903753e-14  2.902704e-14  2.901340e-14  2.904971e-14
2010-04-10   2.870123e-14  2.869477e-14   2.868237e-14  2.867150e-14  2.865783e-14  2.869417e-14
2010-04-11   2.834477e-14  2.833848e-14   2.832605e-14  2.831475e-14  2.830108e-14  2.833741e-14
2010-04-12   2.798776e-14  2.798165e-14   2.796920e-14  2.795744e-14  2.794377e-14  2.798006e-14
2010-04-13   2.763080e-14  2.762487e-14   2.761242e-14  2.760018e-14  2.758653e-14  2.762275e-14
2010-04-14   2.727447e-14  2.726874e-14   2.725630e-14  2.724357e-14  2.722996e-14  2.726606e-14
2010-04-15   2.691934e-14  2.691380e-14   2.690139e-14  2.688817e-14  2.687461e-14  2.691057e-14
2010-04-16   2.656592e-14  2.656057e-14   2.654821e-14  2.653453e-14  2.652103e-14  2.655682e-14
2010-04-17   2.621470e-14  2.620955e-14   2.619725e-14  2.618314e-14  2.616971e-14  2.620531e-14
2010-04-18   2.586616e-14  2.586119e-14   2.584898e-14  2.583450e-14  2.582115e-14  2.585652e-14
2010-04-19   2.552073e-14  2.551594e-14   2.550382e-14  2.548904e-14  2.547578e-14  2.551091e-14
2010-04-20   2.517881e-14  2.517419e-14   2.516219e-14  2.514717e-14  2.513401e-14  2.516887e-14
2010-04-21   2.484076e-14  2.483633e-14   2.482444e-14  2.480927e-14  2.479622e-14  2.483080e-14
2010-04-22   2.450695e-14  2.450270e-14   2.449093e-14  2.447570e-14  2.446275e-14  2.449704e-14
2010-04-23   2.417767e-14  2.417361e-14   2.416196e-14  2.414675e-14  2.413392e-14  2.416792e-14
2010-04-24   2.385323e-14  2.384936e-14   2.383783e-14  2.382271e-14  2.380999e-14  2.384370e-14
2010-04-25   2.353387e-14  2.353020e-14   2.351879e-14  2.350382e-14  2.349123e-14  2.352465e-14
2010-04-26   2.321984e-14  2.321637e-14   2.320508e-14  2.319032e-14  2.317785e-14  2.321097e-14
2010-04-27   2.291135e-14  2.290807e-14   2.289691e-14  2.288238e-14  2.287004e-14  2.290286e-14
2010-04-28   2.260858e-14  2.260548e-14   2.259446e-14  2.258018e-14  2.256797e-14  2.260049e-14
2010-04-29   2.231169e-14  2.230877e-14   2.229789e-14  2.228385e-14  2.227178e-14  2.230400e-14
2010-04-30   2.202083e-14  2.201808e-14   2.200735e-14  2.199354e-14  2.198159e-14  2.201350e-14
2010-05-01   2.173612e-14  2.173354e-14   2.172295e-14  2.170934e-14  2.169753e-14  2.172913e-14
2010-05-02   2.145767e-14  2.145524e-14   2.144481e-14  2.143135e-14  2.141967e-14  2.145096e-14
2010-05-03   2.118556e-14  2.118328e-14   2.117302e-14  2.115965e-14  2.114810e-14  2.117908e-14
2010-05-04   2.091986e-14  2.091773e-14   2.090763e-14  2.089431e-14  2.088289e-14  2.091357e-14
2010-05-05   2.066064e-14  2.065865e-14   2.064870e-14  2.063537e-14  2.062408e-14  2.065447e-14
2010-05-06   2.040792e-14  2.040607e-14   2.039628e-14  2.038289e-14  2.037173e-14  2.040183e-14
2010-05-07   2.016174e-14  2.016004e-14   2.015040e-14  2.013689e-14  2.012585e-14  2.015568e-14
2010-05-08   1.992212e-14  1.992056e-14   1.991107e-14  1.989740e-14  1.988648e-14  1.991604e-14
